observation_ancillary_id,event_id,variable_name,value,unit
20,a789d9cf-3163-4084-bad7-b83be4229dfb,totalSampledArea,163,squareMeters
20,a789d9cf-3163-4084-bad7-b83be4229dfb,samplingMethod,drag and flag,NA
20,a789d9cf-3163-4084-bad7-b83be4229dfb,samplingProtocolVersion,NEON.DOC.014045vD,NA
20,a789d9cf-3163-4084-bad7-b83be4229dfb,remarks_field,NA,NA
21,ff534aa3-0dc2-4908-97b2-18c854ba0a13,targetTaxaPresent,N,NA
21,ff534aa3-0dc2-4908-97b2-18c854ba0a13,totalSampledArea,163,squareMeters
21,ff534aa3-0dc2-4908-97b2-18c854ba0a13,samplingMethod,drag and flag,NA
21,ff534aa3-0dc2-4908-97b2-18c854ba0a13,samplingProtocolVersion,NEON.DOC.014045vD,NA
21,ff534aa3-0dc2-4908-97b2-18c854ba0a13,remarks_field,QC: No error EME,NA
22,ab1bcf3f-7f2f-4668-9959-1fd85255daf7,targetTaxaPresent,N,NA
22,ab1bcf3f-7f2f-4668-9959-1fd85255daf7,totalSampledArea,160,squareMeters
22,ab1bcf3f-7f2f-4668-9959-1fd85255daf7,samplingMethod,drag and flag,NA
22,ab1bcf3f-7f2f-4668-9959-1fd85255daf7,samplingProtocolVersion,NEON.DOC.014045vD,NA
22,ab1bcf3f-7f2f-4668-9959-1fd85255daf7,remarks_field,QC: No error EME,NA
23,47d87808-e50e-40aa-9af0-21ceb83d0a64,targetTaxaPresent,N,NA
23,47d87808-e50e-40aa-9af0-21ceb83d0a64,totalSampledArea,163,squareMeters
23,47d87808-e50e-40aa-9af0-21ceb83d0a64,samplingMethod,drag and flag,NA
23,47d87808-e50e-40aa-9af0-21ceb83d0a64,samplingProtocolVersion,NEON.DOC.014045vD,NA
23,47d87808-e50e-40aa-9af0-21ceb83d0a64,remarks_field,QC: No errors EH,NA
24,5792e14b-0b14-4015-a379-3cb5aae43ce8,targetTaxaPresent,N,NA
24,5792e14b-0b14-4015-a379-3cb5aae43ce8,totalSampledArea,163,squareMeters
24,5792e14b-0b14-4015-a379-3cb5aae43ce8,samplingMethod,drag and flag,NA
24,5792e14b-0b14-4015-a379-3cb5aae43ce8,samplingProtocolVersion,NEON.DOC.014045vD,NA
24,5792e14b-0b14-4015-a379-3cb5aae43ce8,remarks_field,NA,NA
25,9f923453-e9ac-406a-b5a8-d6de53a32cb9,targetTaxaPresent,N,NA
25,9f923453-e9ac-406a-b5a8-d6de53a32cb9,totalSampledArea,161,squareMeters
25,9f923453-e9ac-406a-b5a8-d6de53a32cb9,samplingMethod,drag and flag,NA
25,9f923453-e9ac-406a-b5a8-d6de53a32cb9,samplingProtocolVersion,NEON.DOC.014045vD,NA
25,9f923453-e9ac-406a-b5a8-d6de53a32cb9,remarks_field,NA,NA
26,67960a0a-c177-4d19-86cc-d9c5e1a30b48,targetTaxaPresent,N,NA
26,67960a0a-c177-4d19-86cc-d9c5e1a30b48,totalSampledArea,160,squareMeters
26,67960a0a-c177-4d19-86cc-d9c5e1a30b48,samplingMethod,drag and flag,NA
26,67960a0a-c177-4d19-86cc-d9c5e1a30b48,samplingProtocolVersion,NEON.DOC.014045vD,NA
26,67960a0a-c177-4d19-86cc-d9c5e1a30b48,remarks_field,NA,NA
27,b61a7d82-2c37-4fec-8413-5e95b78c6c15,targetTaxaPresent,N,NA
27,b61a7d82-2c37-4fec-8413-5e95b78c6c15,totalSampledArea,162,squareMeters
27,b61a7d82-2c37-4fec-8413-5e95b78c6c15,samplingMethod,drag and flag,NA
27,b61a7d82-2c37-4fec-8413-5e95b78c6c15,samplingProtocolVersion,NEON.DOC.014045vD,NA
27,b61a7d82-2c37-4fec-8413-5e95b78c6c15,remarks_field,NA,NA
28,acb25eca-068f-41be-874a-b26c09c29e0c,targetTaxaPresent,N,NA
28,acb25eca-068f-41be-874a-b26c09c29e0c,totalSampledArea,157,squareMeters
28,acb25eca-068f-41be-874a-b26c09c29e0c,samplingMethod,drag and flag,NA
28,acb25eca-068f-41be-874a-b26c09c29e0c,samplingProtocolVersion,NEON.DOC.014045vD,NA
28,acb25eca-068f-41be-874a-b26c09c29e0c,remarks_field,Subtracted 3m due to streams and standing water QC: NO ERROR JS,NA
29,4de7e4e7-7cbb-40e8-a3bd-d69b1375ee74,targetTaxaPresent,N,NA
29,4de7e4e7-7cbb-40e8-a3bd-d69b1375ee74,totalSampledArea,160,squareMeters
29,4de7e4e7-7cbb-40e8-a3bd-d69b1375ee74,samplingMethod,drag and flag,NA
29,4de7e4e7-7cbb-40e8-a3bd-d69b1375ee74,samplingProtocolVersion,NEON.DOC.014045vD,NA
29,4de7e4e7-7cbb-40e8-a3bd-d69b1375ee74,remarks_field,NA,NA
30,90f0619d-3069-4602-8084-a60c1deefb66,targetTaxaPresent,N,NA
30,90f0619d-3069-4602-8084-a60c1deefb66,totalSampledArea,165,squareMeters
30,90f0619d-3069-4602-8084-a60c1deefb66,samplingMethod,drag and flag,NA
30,90f0619d-3069-4602-8084-a60c1deefb66,samplingProtocolVersion,NEON.DOC.014045vD,NA
30,90f0619d-3069-4602-8084-a60c1deefb66,remarks_field,NA,NA
31,596af6f1-bb72-496e-a662-9eb889145926,targetTaxaPresent,N,NA
31,596af6f1-bb72-496e-a662-9eb889145926,totalSampledArea,160,squareMeters
31,596af6f1-bb72-496e-a662-9eb889145926,samplingMethod,drag and flag,NA
31,596af6f1-bb72-496e-a662-9eb889145926,samplingProtocolVersion,NEON.DOC.014045vD,NA
31,596af6f1-bb72-496e-a662-9eb889145926,remarks_field,NA,NA
32,b21e1699-8111-487a-bc72-37e06b181050,targetTaxaPresent,N,NA
32,b21e1699-8111-487a-bc72-37e06b181050,totalSampledArea,162,squareMeters
32,b21e1699-8111-487a-bc72-37e06b181050,samplingMethod,drag and flag,NA
32,b21e1699-8111-487a-bc72-37e06b181050,samplingProtocolVersion,NEON.DOC.014045vD,NA
32,b21e1699-8111-487a-bc72-37e06b181050,remarks_field,QC: NO ERROR JS,NA
33,296718f4-7b55-49cc-9cda-f2b9e5532493,targetTaxaPresent,N,NA
33,296718f4-7b55-49cc-9cda-f2b9e5532493,totalSampledArea,164,squareMeters
33,296718f4-7b55-49cc-9cda-f2b9e5532493,samplingMethod,drag and flag,NA
33,296718f4-7b55-49cc-9cda-f2b9e5532493,samplingProtocolVersion,NEON.DOC.014045vF,NA
33,296718f4-7b55-49cc-9cda-f2b9e5532493,remarks_field,no transcription errors found LL 20150924,NA
34,9855ea7f-3314-487e-95e5-58f0b9d71783,targetTaxaPresent,N,NA
34,9855ea7f-3314-487e-95e5-58f0b9d71783,totalSampledArea,162,squareMeters
34,9855ea7f-3314-487e-95e5-58f0b9d71783,samplingMethod,drag and flag,NA
34,9855ea7f-3314-487e-95e5-58f0b9d71783,samplingProtocolVersion,NEON.DOC.014045vF,NA
34,9855ea7f-3314-487e-95e5-58f0b9d71783,remarks_field,NA,NA
35,e3d8ff25-b244-4368-a45a-da423652da72,targetTaxaPresent,N,NA
35,e3d8ff25-b244-4368-a45a-da423652da72,totalSampledArea,160,squareMeters
35,e3d8ff25-b244-4368-a45a-da423652da72,samplingMethod,drag and flag,NA
35,e3d8ff25-b244-4368-a45a-da423652da72,samplingProtocolVersion,NEON.DOC.014045vF,NA
35,e3d8ff25-b244-4368-a45a-da423652da72,remarks_field,NA,NA
36,7d29491b-4d03-4b46-836e-48c73f9c41c3,targetTaxaPresent,Y,NA
36,7d29491b-4d03-4b46-836e-48c73f9c41c3,totalSampledArea,165,squareMeters
36,7d29491b-4d03-4b46-836e-48c73f9c41c3,samplingMethod,drag and flag,NA
36,7d29491b-4d03-4b46-836e-48c73f9c41c3,samplingProtocolVersion,NEON.DOC.014045vF,NA
36,7d29491b-4d03-4b46-836e-48c73f9c41c3,remarks_field,NA,NA
37,03e0d1c3-9a25-4a8a-a248-e6f4a9ac7a2a,targetTaxaPresent,N,NA
37,03e0d1c3-9a25-4a8a-a248-e6f4a9ac7a2a,totalSampledArea,165,squareMeters
37,03e0d1c3-9a25-4a8a-a248-e6f4a9ac7a2a,samplingMethod,drag and flag,NA
37,03e0d1c3-9a25-4a8a-a248-e6f4a9ac7a2a,samplingProtocolVersion,NEON.DOC.014045vF,NA
37,03e0d1c3-9a25-4a8a-a248-e6f4a9ac7a2a,remarks_field,NA,NA
38,3af4c15c-0398-4f70-9e5b-6c6cd56d31f7,targetTaxaPresent,N,NA
38,3af4c15c-0398-4f70-9e5b-6c6cd56d31f7,totalSampledArea,140,squareMeters
38,3af4c15c-0398-4f70-9e5b-6c6cd56d31f7,samplingMethod,drag and flag,NA
38,3af4c15c-0398-4f70-9e5b-6c6cd56d31f7,samplingProtocolVersion,NEON.DOC.014045vF,NA
38,3af4c15c-0398-4f70-9e5b-6c6cd56d31f7,remarks_field,no transcription errors found LL 20150924,NA
39,43ae0254-22a3-4cea-a197-32dd9b80d02e,targetTaxaPresent,N,NA
39,43ae0254-22a3-4cea-a197-32dd9b80d02e,totalSampledArea,170,squareMeters
39,43ae0254-22a3-4cea-a197-32dd9b80d02e,samplingMethod,drag and flag,NA
39,43ae0254-22a3-4cea-a197-32dd9b80d02e,samplingProtocolVersion,NEON.DOC.014045vF,NA
39,43ae0254-22a3-4cea-a197-32dd9b80d02e,remarks_field,no transcription errors found LL 20150924,NA
40,1b318aff-f91c-4fad-a32d-13fb288a67f7,targetTaxaPresent,N,NA
40,1b318aff-f91c-4fad-a32d-13fb288a67f7,totalSampledArea,165,squareMeters
40,1b318aff-f91c-4fad-a32d-13fb288a67f7,samplingMethod,drag and flag,NA
40,1b318aff-f91c-4fad-a32d-13fb288a67f7,samplingProtocolVersion,NEON.DOC.014045vF,NA
40,1b318aff-f91c-4fad-a32d-13fb288a67f7,remarks_field,NA,NA
41,ef094d62-31bd-463d-b8d7-e803b8fc1498,targetTaxaPresent,N,NA
41,ef094d62-31bd-463d-b8d7-e803b8fc1498,totalSampledArea,165,squareMeters
41,ef094d62-31bd-463d-b8d7-e803b8fc1498,samplingMethod,drag and flag,NA
41,ef094d62-31bd-463d-b8d7-e803b8fc1498,samplingProtocolVersion,NEON.DOC.014045vF,NA
41,ef094d62-31bd-463d-b8d7-e803b8fc1498,remarks_field,NA,NA
42,5aa6eca5-4fa8-4c43-b097-f22bd256bede,targetTaxaPresent,N,NA
42,5aa6eca5-4fa8-4c43-b097-f22bd256bede,totalSampledArea,170,squareMeters
42,5aa6eca5-4fa8-4c43-b097-f22bd256bede,samplingMethod,drag and flag,NA
42,5aa6eca5-4fa8-4c43-b097-f22bd256bede,samplingProtocolVersion,NEON.DOC.014045vF,NA
42,5aa6eca5-4fa8-4c43-b097-f22bd256bede,remarks_field,NA,NA
43,6186931e-7bdf-4ea1-bf80-c19c2be90950,targetTaxaPresent,N,NA
43,6186931e-7bdf-4ea1-bf80-c19c2be90950,totalSampledArea,140,squareMeters
43,6186931e-7bdf-4ea1-bf80-c19c2be90950,samplingMethod,drag and flag,NA
43,6186931e-7bdf-4ea1-bf80-c19c2be90950,samplingProtocolVersion,NEON.DOC.014045vF,NA
43,6186931e-7bdf-4ea1-bf80-c19c2be90950,remarks_field,NA,NA
44,4071e79f-b1d1-4618-a5ce-a4b8a778ddfd,targetTaxaPresent,N,NA
44,4071e79f-b1d1-4618-a5ce-a4b8a778ddfd,totalSampledArea,175,squareMeters
44,4071e79f-b1d1-4618-a5ce-a4b8a778ddfd,samplingMethod,drag and flag,NA
44,4071e79f-b1d1-4618-a5ce-a4b8a778ddfd,samplingProtocolVersion,NEON.DOC.014045vF,NA
44,4071e79f-b1d1-4618-a5ce-a4b8a778ddfd,remarks_field,no transcription errors found LL 20150924,NA
45,0a434878-3615-4a55-93f6-3959e17fac0d,targetTaxaPresent,N,NA
45,0a434878-3615-4a55-93f6-3959e17fac0d,totalSampledArea,160,squareMeters
45,0a434878-3615-4a55-93f6-3959e17fac0d,samplingMethod,drag and flag,NA
45,0a434878-3615-4a55-93f6-3959e17fac0d,samplingProtocolVersion,NEON.DOC.014045vG,NA
45,0a434878-3615-4a55-93f6-3959e17fac0d,remarks_field,NA,NA
46,680fb251-cf31-40e9-ad1d-c0847fc750ee,targetTaxaPresent,N,NA
46,680fb251-cf31-40e9-ad1d-c0847fc750ee,totalSampledArea,160,squareMeters
46,680fb251-cf31-40e9-ad1d-c0847fc750ee,samplingMethod,drag and flag,NA
46,680fb251-cf31-40e9-ad1d-c0847fc750ee,samplingProtocolVersion,NEON.DOC.014045vG,NA
46,680fb251-cf31-40e9-ad1d-c0847fc750ee,remarks_field,NA,NA
47,43250b23-f04a-4a2a-9c61-2823e6a330cb,targetTaxaPresent,N,NA
47,43250b23-f04a-4a2a-9c61-2823e6a330cb,totalSampledArea,160,squareMeters
47,43250b23-f04a-4a2a-9c61-2823e6a330cb,samplingMethod,drag and flag,NA
47,43250b23-f04a-4a2a-9c61-2823e6a330cb,samplingProtocolVersion,NEON.DOC.014045vG,NA
47,43250b23-f04a-4a2a-9c61-2823e6a330cb,remarks_field,NA,NA
48,b3f5bb1c-4411-44f4-abe9-a56b71098b2a,targetTaxaPresent,N,NA
48,b3f5bb1c-4411-44f4-abe9-a56b71098b2a,totalSampledArea,158,squareMeters
48,b3f5bb1c-4411-44f4-abe9-a56b71098b2a,samplingMethod,drag and flag,NA
48,b3f5bb1c-4411-44f4-abe9-a56b71098b2a,samplingProtocolVersion,NEON.DOC.014045vG,NA
48,b3f5bb1c-4411-44f4-abe9-a56b71098b2a,remarks_field,NA,NA
49,319578dc-82f1-4c76-962f-d4f960d324d1,targetTaxaPresent,N,NA
49,319578dc-82f1-4c76-962f-d4f960d324d1,totalSampledArea,153,squareMeters
49,319578dc-82f1-4c76-962f-d4f960d324d1,samplingMethod,drag and flag,NA
49,319578dc-82f1-4c76-962f-d4f960d324d1,samplingProtocolVersion,NEON.DOC.014045vG,NA
49,319578dc-82f1-4c76-962f-d4f960d324d1,remarks_field,NA,NA
50,6db9c38f-eb11-49f7-840b-95a3267e5e2d,targetTaxaPresent,N,NA
50,6db9c38f-eb11-49f7-840b-95a3267e5e2d,totalSampledArea,155,squareMeters
50,6db9c38f-eb11-49f7-840b-95a3267e5e2d,samplingMethod,drag and flag,NA
50,6db9c38f-eb11-49f7-840b-95a3267e5e2d,samplingProtocolVersion,NEON.DOC.014045vG,NA
50,6db9c38f-eb11-49f7-840b-95a3267e5e2d,remarks_field,NA,NA
51,0fff02f3-16ff-4d25-9607-340d8fc5053d,targetTaxaPresent,N,NA
51,0fff02f3-16ff-4d25-9607-340d8fc5053d,totalSampledArea,150,squareMeters
51,0fff02f3-16ff-4d25-9607-340d8fc5053d,samplingMethod,drag and flag,NA
51,0fff02f3-16ff-4d25-9607-340d8fc5053d,samplingProtocolVersion,NEON.DOC.014045vG,NA
51,0fff02f3-16ff-4d25-9607-340d8fc5053d,remarks_field,"18 meters S to SW, SW to W 16 meters, 24 meters dragged, loss of 10 meters",NA
52,2dd9afba-907d-4193-9e37-2f705428d8c1,targetTaxaPresent,N,NA
52,2dd9afba-907d-4193-9e37-2f705428d8c1,totalSampledArea,160,squareMeters
52,2dd9afba-907d-4193-9e37-2f705428d8c1,samplingMethod,drag and flag,NA
52,2dd9afba-907d-4193-9e37-2f705428d8c1,samplingProtocolVersion,NEON.DOC.014045vG,NA
52,2dd9afba-907d-4193-9e37-2f705428d8c1,remarks_field,NA,NA
53,45864dc6-89c8-4708-92d8-3be1f7c2fb93,targetTaxaPresent,N,NA
53,45864dc6-89c8-4708-92d8-3be1f7c2fb93,totalSampledArea,161,squareMeters
53,45864dc6-89c8-4708-92d8-3be1f7c2fb93,samplingMethod,drag and flag,NA
53,45864dc6-89c8-4708-92d8-3be1f7c2fb93,samplingProtocolVersion,NEON.DOC.014045vG,NA
53,45864dc6-89c8-4708-92d8-3be1f7c2fb93,remarks_field,NA,NA
54,153be145-05ed-4775-a067-2ae21dc3febc,targetTaxaPresent,N,NA
54,153be145-05ed-4775-a067-2ae21dc3febc,totalSampledArea,157,squareMeters
54,153be145-05ed-4775-a067-2ae21dc3febc,samplingMethod,drag and flag,NA
54,153be145-05ed-4775-a067-2ae21dc3febc,samplingProtocolVersion,NEON.DOC.014045vG,NA
54,153be145-05ed-4775-a067-2ae21dc3febc,remarks_field,NA,NA
55,72bfceb1-9e7f-4d58-bd98-04e379e5c80a,targetTaxaPresent,N,NA
55,72bfceb1-9e7f-4d58-bd98-04e379e5c80a,totalSampledArea,160,squareMeters
55,72bfceb1-9e7f-4d58-bd98-04e379e5c80a,samplingMethod,drag and flag,NA
55,72bfceb1-9e7f-4d58-bd98-04e379e5c80a,samplingProtocolVersion,NEON.DOC.014045vG,NA
55,72bfceb1-9e7f-4d58-bd98-04e379e5c80a,remarks_field,NA,NA
56,bae58827-f358-4fa8-9c15-a70ab8b20291,targetTaxaPresent,N,NA
56,bae58827-f358-4fa8-9c15-a70ab8b20291,totalSampledArea,160,squareMeters
56,bae58827-f358-4fa8-9c15-a70ab8b20291,samplingMethod,drag and flag,NA
56,bae58827-f358-4fa8-9c15-a70ab8b20291,samplingProtocolVersion,NEON.DOC.014045vG,NA
56,bae58827-f358-4fa8-9c15-a70ab8b20291,remarks_field,NA,NA
57,768ad31e-f602-45c4-b9a0-f3b321a453f9,targetTaxaPresent,N,NA
57,768ad31e-f602-45c4-b9a0-f3b321a453f9,totalSampledArea,150,squareMeters
57,768ad31e-f602-45c4-b9a0-f3b321a453f9,samplingMethod,drag and flag,NA
57,768ad31e-f602-45c4-b9a0-f3b321a453f9,samplingProtocolVersion,NEON.DOC.014045vG,NA
57,768ad31e-f602-45c4-b9a0-f3b321a453f9,remarks_field,NA,NA
58,75f23b48-7f44-4873-884d-7b04443aa04c,targetTaxaPresent,N,NA
58,75f23b48-7f44-4873-884d-7b04443aa04c,totalSampledArea,160,squareMeters
58,75f23b48-7f44-4873-884d-7b04443aa04c,samplingMethod,drag and flag,NA
58,75f23b48-7f44-4873-884d-7b04443aa04c,samplingProtocolVersion,NEON.DOC.014045vG,NA
58,75f23b48-7f44-4873-884d-7b04443aa04c,remarks_field,NA,NA
59,5b823ba8-b22e-4827-836a-2aabdbdf21fb,targetTaxaPresent,N,NA
59,5b823ba8-b22e-4827-836a-2aabdbdf21fb,totalSampledArea,160,squareMeters
59,5b823ba8-b22e-4827-836a-2aabdbdf21fb,samplingMethod,drag and flag,NA
